0	0	2390	2256.72	-47	-120.7	-88.6	-120	-83.8
1	13.8	2500	2256.66	-47.6	-120.6	-81.86	-120	-82.87
2	6.2	2700	2256.68	-46.5	-110	-67.7	-109	-66
3	7.2	3400	2256.66	-45.2	-104.1	-59.6	-105	-60
4	7.4	3770	2256.67	-44.6	-102	-57.4	-103.7	-58.4
5	7.7	4000	2256.66	-43.9	-99.8	-55.9	-101.5	-57.7
6	7.5	4300	2256.64	-43.5	-95	-56.4	-95	-58.2
7	7.5	4800	2256.62	-42.9	-95	-56.5	-95	-58.5
8	7.7	4920	2256.64	-42.3	-94	-54.8	-94	-54.8
9	7.7	5200	2256.66	-44.3	-96	-53.8	-96	-53.4
								
